appeal_agency,exempt,id,jurisdiction,name,parent,requires_proxy,slug,status,types
,False,41729,32450,Waunakee Police Department,,False,waunakee-police-department,approved,[]
,False,38736,126,"Leet Township Police Department, Fairoaks",,False,leet-township-police-department-fairoaks,approved,[]
,False,5696,16,"Department of State, Office of Planning and Development - Building Standards and Codes",,False,department-of-building,approved,[]
,False,5693,158,Department of Consumer and Business Services,,False,department-of-consumer-and-business-services,approved,[]
,False,5690,229,New Jersey Office of Homeland Security and Preparedness,,False,office-of-homeland-security-and-preparedness,approved,[]
,False,41733,871,Loxley Alabama Police Department,,False,loxley-alabama-police-department,approved,[]
,False,10548,7790,ETHS District 202,,False,ethsdistrict202,approved,[]
,False,40910,5394,Rome City Commission,,False,rome-city-commission,approved,[]
,False,38099,8697,Fort Atkinson Police Department,,False,fort-atkinson-pd,approved,[]
,False,41719,6582,White Bird Clinic,,False,white-bird-clinic-eugene-or-usa,approved,[]
,False,5725,10,United States Public Health Service,,False,united-states-public-health-service,approved,[]
,False,38047,8598,Grant County Sheriff,,False,grant-county-sheriff-grant-2200,approved,[]
,False,38051,32711,Kohler Police Department,,False,kohler-police-department,approved,[]
,False,38040,8779,Prairie Du Chien Police Dept Wisonsin,,False,prairie-du-chien-police-dept-wisonsin,approved,[]
,False,38049,8802,Stevens Point Police Dept.,,False,stevens-point-police-dept,approved,[]
,False,6233,10,"Department of the Army, Office of the Chief of Public Affairs",,False,us-army-office-of-army-chief-of-public-affairs,approved,[]
,False,41742,5704,Douglas County School District,,False,douglas-county-school-district,approved,[]
,False,4854,247,Office of the Attorney General - Hawaii,,False,office-of-the-attorney-general-hawaii,approved,[]
,False,11208,4919,Laurens County Sheriff,,False,laurens-county-sheriff,approved,[]
,False,41741,969,Caroline County Clerk of Court,,False,caroline-county-va-clerk,approved,[]
,False,42617,8730,Manitowoc City Police Department,,False,manitowoc-city-police-department,approved,[]
,False,26452,1578,Mapleton Police Department,,False,mapleton-police-department,approved,[]
,False,26453,1986,Marshall Sheriff,,False,marshall-sheriff,approved,[]
,False,26454,1584,Marshall Police Department,,False,marshall-police-department,approved,[]
,False,26455,1988,Mcleod Sheriff,,False,mcleod-sheriff,approved,[]
,False,26456,1593,Melrose Police Department,,False,melrose-police-department,approved,[]
,False,26457,1596,Mendota Heights Police Department,,False,mendota-heights-police-department,approved,[]
,False,26458,1601,Milaca Police Department,,False,milaca-police-department,approved,[]
,False,26460,1616,Montevideo Police Department,,False,montevideo-police-department,approved,[]
,False,26461,1617,Montgomery Police Department,,False,montgomery-police-department,approved,[]
,False,26462,1621,Moose Lake Police Department,,False,moose-lake-police-department,approved,[]
,False,5911,186,Maricopa County Department of Human Services,,False,maricopa-county-department-human-services,approved,[]
,False,26463,1624,Morris Police Department,,False,morris-police-department,approved,[]
,False,26464,1991,Morrison Sheriff,,False,morrison-sheriff,approved,[]
,False,26465,1629,Mounds View Police Department,,False,mounds-view-police-department,approved,[]
,False,32131,23611,Burleigh County State's Attorney,,False,burleigh-county-states-attorney,approved,[]
,False,26466,1631,Mountain Lake Police Department,,False,mountain-lake-police-department,approved,[]
,False,26467,1993,Murray Sheriff,,False,murray-sheriff,approved,[]
,False,26468,1635,Nashwauk Police Department,,False,nashwauk-police-department,approved,[]
,False,38028,27289,Juniata County Court Record,,False,juniata-county-courthouse,approved,[]
,False,26469,1641,New Brighton Police Department,,False,new-brighton-police-department,approved,[]
,False,26470,1644,New Hope Police Department,,False,new-hope-police-department,approved,[]
,False,26471,1650,New Richland Police Department,,False,new-richland-police-department,approved,[]
,False,26472,1652,New Ulm Police Department,,False,new-ulm-police-department,approved,[]
,False,26473,1994,Nicollet Sheriff,,False,nicollet-sheriff,approved,[]
,False,5808,3,Roxbury Preparatory Charter School - Mission Hill Campus,,False,roxbury-preparatory-charter-school-mission-hill-campus,approved,[]
,False,26474,1995,Nobles Sheriff,,False,nobles-sheriff,approved,[]
,False,26475,1996,Norman Sheriff,,False,norman-sheriff,approved,[]
,False,26476,1660,North Branch Police Department,,False,north-branch-police-department,approved,[]
,False,26477,1662,North Mankato Police Department,,False,north-mankato-police-department,approved,[]
,False,26478,1661,Northfield Police Department,,False,northfield-police-department,approved,[]
,False,26479,1670,Oak Park Height Police Department,,False,oak-park-height-police-department,approved,[]
,False,26480,1668,Oakdale Police Department,,False,oakdale-police-department,approved,[]
,False,26481,1997,Olmsted Sheriff,,False,olmsted-sheriff,approved,[]
,False,26482,1684,Osakis Police Department,,False,osakis-police-department,approved,[]
,False,26483,1690,Owatonna Police Department,,False,owatonna-police-department,approved,[]
,False,26484,1693,Park Rapids Police Department,,False,park-rapids-police-department,approved,[]
,False,26485,1694,Paynesville Police Department,,False,paynesville-police-department,approved,[]
,False,26486,1998,Pennington Sheriff,,False,pennington-sheriff,approved,[]
,False,26487,1999,Pine Sheriff,,False,pine-sheriff,approved,[]
,False,26488,2000,Pipestone Sheriff,,False,pipestone-sheriff,approved,[]
,False,26489,1710,Plainview Police Department,,False,plainview-police-department,approved,[]
,False,26490,2001,Polk Sheriff,,False,polk-sheriff,approved,[]
,False,26491,1718,Princeton Police Department,,False,princeton-police-department,approved,[]
,False,26492,1721,Proctor Police Department,,False,proctor-police-department,approved,[]
,False,26493,1725,Ramsey Police Department,,False,ramsey-police-department,approved,[]
,False,26494,1725,Ramsey Sheriff,,False,ramsey-sheriff,approved,[]
,False,26495,1732,Redwood Falls Police Department,,False,redwood-falls-police-department,approved,[]
,False,26496,2006,Renville Sheriff,,False,renville-sheriff,approved,[]
,False,26497,2007,Rice Sheriff,,False,rice-sheriff,approved,[]
,False,26498,2009,Roseau Sheriff,,False,roseau-sheriff,approved,[]
,False,26499,1754,Rosemount Police Department,,False,rosemount-police-department,approved,[]
,False,26459,1990,Mille Lacs Sheriff,,False,mille-lacs-sheriff,approved,[]
,False,26509,18094,St. Paul Park Police Department,,False,st-paul-park-police-department,approved,[]
,False,26500,1795,Savage Police Department,,False,savage-police-department,approved,[]
,False,26502,1808,Silver Bay Police Department,,False,silver-bay-police-department,approved,[]
,False,26503,1812,Sleepy Eye Police Department,,False,sleepy-eye-police-department,approved,[]
,False,26504,1819,Spring Grove Police Department,,False,spring-grove-police-department,approved,[]
,False,26505,1821,Spring Lake Park Police Department,,False,spring-lake-park-police-department,approved,[]
,False,26506,1818,Springfield Police Department,,False,springfield-police-department,approved,[]
,False,26507,18072,St. Anthony Police Department,,False,st-anthony-police-department,approved,[]
,False,26508,18068,St. Francis Police Department,,False,st-francis-police-department,approved,[]
,False,26510,1826,Staples Police Department,,False,staples-police-department,approved,[]
,False,26512,2015,Steele Sheriff,,False,steele-sheriff,approved,[]
,False,26513,1832,Stillwater Police Department,,False,stillwater-police-department,approved,[]
,False,26514,2017,Swift Sheriff,,False,swift-sheriff,approved,[]
,False,26515,1848,Thief River Falls Police Department,,False,thief-river-falls-police-department,approved,[]
,False,26516,2018,Todd Sheriff,,False,todd-sheriff,approved,[]
,False,26517,1862,Two Harbors Police Department,,False,two-harbors-police-department,approved,[]
,False,26518,1879,Virginia Police Department,,False,virginia-police-department,approved,[]
,False,26519,1880,Wabasha Police Department,,False,wabasha-police-department,approved,[]
,False,26520,1883,Wadena Police Department,,False,wadena-police-department,approved,[]
,False,26522,1896,Waseca Police Department,,False,waseca-police-department,approved,[]
,False,26523,18684,Washington Sheriff,,False,washington-sheriff,approved,[]
,False,26524,2024,Watonwan Sheriff,,False,watonwan-sheriff,approved,[]
,False,26525,1905,Wells Police Department,,False,wells-police-department,approved,[]
,False,26526,1918,Willmar Police Department,,False,willmar-police-department,approved,[]
,False,26527,1924,Winnebago Police Department,,False,winnebago-police-department,approved,[]
,False,26528,2026,Winona Sheriff,,False,winona-sheriff,approved,[]
,False,26529,1925,Winona Police Department,,False,winona-police-department,approved,[]
,False,26530,1926,Winsted Police Department,,False,winsted-police-department,approved,[]
,False,26531,1931,Woodbury Police Department,,False,woodbury-police-department,approved,[]
,False,26532,1935,Worthington Police Department,,False,worthington-police-department,approved,[]
,False,26533,1937,Wright Sheriff,,False,wright-sheriff,approved,[]
,False,26534,2028,Yellow Medicine Sheriff,,False,yellow-medicine-sheriff,approved,[]
,False,26536,20425,Belle Police Department,,False,belle-police-department,approved,[]
,False,26537,20668,Bellefontaine Neighbors Police Department,,False,bellefontaine-neighbors-police-department,approved,[]
,False,26538,20063,Belton Police Department,,False,belton-police-department,approved,[]
,False,26539,19830,Benton Sheriff,,False,benton-sheriff,approved,[]
,False,26540,20672,Berkeley Police Department,,False,berkeley-police-department,approved,[]
,False,26541,20805,Bernie Police Department,,False,bernie-police-department,approved,[]
,False,26542,20806,Bloomfield Police Department,,False,bloomfield-police-department,approved,[]
,False,26543,20560,Bowling Green Police Department,,False,bowling-green-police-department,approved,[]
,False,26544,20676,Bridgeton Police Department,,False,bridgeton-police-department,approved,[]
,False,26521,1885,Waite Park Police Department,,False,waite-park-police-department,approved,[]
,False,26535,19827,Barry County Sheriff's Office,,False,barry-sheriff,approved,[]
,False,26511,2014,Stearns Sheriff,,False,stearns-sheriff,approved,[]
,False,26501,2012,Sibley County Sheriff Dept,,False,sibley-sheriff,approved,[]
,False,26545,19983,Butler Police Department,,False,butler-police-department,approved,[]
,False,26549,20128,Cameron Police Department,,False,cameron-police-department,approved,[]
,False,3825,10,"U.S. Army, Program Executive Office Soldier (PEO Soldier)",,False,us-army-program-executive-office-soldier-peo-soldier,approved,Military
,False,32132,29991,Pennington County District Attorney,,False,pennington-county-district-attorney,approved,[]
,False,26546,19836,Callaway County Sheriff's Office,,False,callaway-sheriff,approved,[]
,False,38737,126,Liberty Borough Police Department,,False,liberty-borough-police-department,approved,[]
,False,38102,8600,County Of Iowa SHERIFF’S OFFICE,,False,county-of-iowa-wi,approved,[]
,False,38103,8594,Dunn County Sheriff's Office,,False,dunn-county-sheriff,approved,[]
,False,26547,19837,Camden Sheriff,,False,camden-sheriff,approved,[]
,False,38087,32378,Green County Sheriff,,False,green-county-sheriff,approved,[]
